temperature_degree_c,season,fishing_zone,fish_species_1,fish_species_2
10.6,Spring,Zone A,Herring,Flounder
7.1,Winter,Zone A,Smelt,Redfish
7.8,Winter,Zone A,Smelt,Redfish
12.0,Fall,Zone A,Atlantic Salmon,Sea Bass
9.3,Winter,Zone A,Smelt,Cod
15.2,Spring,Zone B,Flounder,Cod
20.1,Summer,Zone C,Mackerel,Pollock
6.4,Winter,Zone A,Cod,Smelt
8.0,Winter,Zone A,Cod,Redfish
14.8,Fall,Zone A,Atlantic Salmon,Sea Bass
13.3,Spring,Zone A,Flounder,Cod
6.8,Winter,Zone A,Smelt,Cod
16.2,Spring,Zone B,Herring,Cod
18.9,Summer,Zone B,Mackerel,Haddock
18.7,Summer,Zone B,Pollock,Haddock
6.7,Winter,Zone A,Cod,Redfish
16.7,Fall,Zone B,Atlantic Salmon,Sea Bass
18.7,Fall,Zone B,Sea Bass,Atlantic Salmon
19.8,Fall,Zone B,Atlantic Salmon,Sea Bass
14.3,Fall,Zone A,Atlantic Salmon,Halibut
6.5,Winter,Zone A,Smelt,Redfish
16.2,Spring,Zone B,Cod,Herring
7.6,Winter,Zone A,Smelt,Cod
6.2,Winter,Zone A,Smelt,Redfish
23.2,Summer,Zone C,Pollock,Mackerel
15.8,Fall,Zone B,Atlantic Salmon,Sea Bass
12.1,Fall,Zone A,Sea Bass,Halibut
17.1,Spring,Zone B,Flounder,Cod
18.6,Summer,Zone B,Mackerel,Haddock
9.5,Winter,Zone A,Redfish,Cod
24.0,Summer,Zone C,Haddock,Mackerel
4.9,Winter,Zone A,Smelt,Redfish
18.4,Fall,Zone B,Halibut,Atlantic Salmon
4.9,Winter,Zone A,Smelt,Cod
23.8,Summer,Zone C,Pollock,Haddock
7.3,Winter,Zone A,Redfish,Cod
14.9,Fall,Zone A,Halibut,Sea Bass
17.4,Fall,Zone B,Halibut,Atlantic Salmon
9.1,Winter,Zone A,Redfish,Cod
7.4,Winter,Zone A,Smelt,Cod
6.8,Winter,Zone A,Cod,Redfish
23.2,Summer,Zone C,Mackerel,Haddock
14.4,Fall,Zone A,Atlantic Salmon,Sea Bass
15.7,Spring,Zone B,Flounder,Herring
24.6,Summer,Zone C,Pollock,Mackerel
20.4,Summer,Zone C,Pollock,Haddock
6.0,Winter,Zone A,Redfish,Cod
14.9,Fall,Zone A,Atlantic Salmon,Halibut
12.9,Spring,Zone A,Cod,Herring
9.3,Winter,Zone A,Smelt,Redfish
24.0,Summer,Zone C,Mackerel,Haddock
7.8,Winter,Zone A,Redfish,Cod
10.3,Spring,Zone A,Cod,Herring
16.6,Fall,Zone B,Atlantic Salmon,Sea Bass
19.9,Fall,Zone B,Atlantic Salmon,Halibut
14.6,Fall,Zone A,Atlantic Salmon,Sea Bass
9.7,Winter,Zone A,Cod,Redfish
20.8,Summer,Zone C,Mackerel,Pollock
16.3,Spring,Zone B,Flounder,Herring
12.9,Spring,Zone A,Herring,Cod
13.9,Fall,Zone A,Atlantic Salmon,Sea Bass
14.5,Spring,Zone A,Cod,Flounder
15.0,Fall,Zone B,Halibut,Sea Bass
22.0,Summer,Zone C,Pollock,Mackerel
10.7,Spring,Zone A,Herring,Flounder
7.3,Winter,Zone A,Redfish,Cod
12.5,Spring,Zone A,Herring,Cod
19.7,Fall,Zone B,Atlantic Salmon,Sea Bass
14.6,Fall,Zone A,Sea Bass,Atlantic Salmon
19.6,Fall,Zone B,Sea Bass,Halibut
19.7,Summer,Zone B,Pollock,Haddock
4.6,Winter,Zone A,Smelt,Cod
6.0,Winter,Zone A,Redfish,Cod
13.8,Spring,Zone A,Herring,Cod
19.3,Summer,Zone B,Mackerel,Pollock
13.4,Fall,Zone A,Halibut,Atlantic Salmon
18.2,Fall,Zone B,Halibut,Sea Bass
7.3,Winter,Zone A,Smelt,Redfish
24.1,Summer,Zone C,Pollock,Haddock
19.6,Summer,Zone B,Mackerel,Pollock
6.7,Winter,Zone A,Cod,Smelt
19.8,Summer,Zone B,Haddock,Mackerel
4.0,Winter,Zone A,Redfish,Cod
7.6,Winter,Zone A,Cod,Smelt
7.7,Winter,Zone A,Cod,Smelt
14.5,Spring,Zone A,Herring,Cod
13.7,Spring,Zone A,Flounder,Herring
6.4,Winter,Zone A,Smelt,Redfish
16.1,Spring,Zone B,Cod,Flounder
15.0,Spring,Zone B,Cod,Herring
13.6,Fall,Zone A,Sea Bass,Halibut
10.8,Spring,Zone A,Herring,Flounder
24.8,Summer,Zone C,Pollock,Mackerel
12.3,Fall,Zone A,Sea Bass,Atlantic Salmon
4.2,Winter,Zone A,Redfish,Smelt
14.2,Spring,Zone A,Flounder,Cod
16.6,Fall,Zone B,Halibut,Sea Bass
11.5,Spring,Zone A,Herring,Flounder
18.7,Summer,Zone B,Haddock,Mackerel
22.4,Summer,Zone C,Mackerel,Pollock
10.1,Spring,Zone A,Herring,Cod
23.4,Summer,Zone C,Mackerel,Haddock
25.0,Summer,Zone C,Haddock,Mackerel
7.3,Winter,Zone A,Redfish,Smelt
22.2,Summer,Zone C,Mackerel,Haddock
9.6,Winter,Zone A,Redfish,Cod
12.2,Fall,Zone A,Halibut,Atlantic Salmon
9.4,Winter,Zone A,Smelt,Redfish
14.9,Fall,Zone A,Halibut,Sea Bass
11.2,Spring,Zone A,Cod,Flounder
16.1,Spring,Zone B,Cod,Flounder
19.9,Fall,Zone B,Atlantic Salmon,Halibut
14.2,Fall,Zone A,Sea Bass,Halibut
12.1,Spring,Zone A,Cod,Flounder
12.9,Fall,Zone A,Sea Bass,Atlantic Salmon
4.8,Winter,Zone A,Cod,Smelt
16.2,Fall,Zone B,Halibut,Sea Bass
15.3,Fall,Zone B,Atlantic Salmon,Halibut
6.2,Winter,Zone A,Redfish,Cod
8.3,Winter,Zone A,Redfish,Cod
10.0,Spring,Zone A,Herring,Cod
23.8,Summer,Zone C,Haddock,Pollock
7.1,Winter,Zone A,Smelt,Redfish
20.2,Summer,Zone C,Mackerel,Pollock
16.1,Spring,Zone B,Herring,Flounder
17.5,Fall,Zone B,Atlantic Salmon,Sea Bass
18.2,Summer,Zone B,Pollock,Mackerel
20.9,Summer,Zone C,Pollock,Mackerel
12.3,Fall,Zone A,Halibut,Sea Bass
15.2,Spring,Zone B,Cod,Herring
8.1,Winter,Zone A,Redfish,Cod
20.4,Summer,Zone C,Pollock,Mackerel
14.2,Fall,Zone A,Sea Bass,Halibut
16.8,Fall,Zone B,Sea Bass,Halibut
5.7,Winter,Zone A,Redfish,Cod
19.5,Summer,Zone B,Mackerel,Haddock
15.6,Fall,Zone B,Halibut,Sea Bass
11.2,Spring,Zone A,Cod,Flounder
17.6,Spring,Zone B,Herring,Cod
19.3,Summer,Zone B,Mackerel,Haddock
15.7,Fall,Zone B,Halibut,Sea Bass
19.9,Fall,Zone B,Halibut,Sea Bass
13.3,Spring,Zone A,Cod,Herring
14.7,Fall,Zone A,Sea Bass,Atlantic Salmon
5.6,Winter,Zone A,Cod,Redfish
6.3,Winter,Zone A,Smelt,Cod
11.0,Spring,Zone A,Herring,Cod
20.6,Summer,Zone C,Haddock,Mackerel
24.9,Summer,Zone C,Mackerel,Haddock
24.6,Summer,Zone C,Pollock,Mackerel
17.2,Spring,Zone B,Herring,Flounder
12.7,Fall,Zone A,Sea Bass,Halibut
13.6,Fall,Zone A,Halibut,Sea Bass
7.4,Winter,Zone A,Cod,Smelt
14.4,Spring,Zone A,Cod,Herring
15.0,Spring,Zone B,Herring,Flounder
10.2,Spring,Zone A,Herring,Flounder
6.3,Winter,Zone A,Smelt,Cod
13.4,Spring,Zone A,Flounder,Herring
16.6,Spring,Zone B,Cod,Flounder
15.8,Fall,Zone B,Sea Bass,Halibut
5.5,Winter,Zone A,Redfish,Cod
16.9,Spring,Zone B,Cod,Herring
23.1,Summer,Zone C,Pollock,Haddock
12.7,Fall,Zone A,Sea Bass,Atlantic Salmon
14.1,Fall,Zone A,Sea Bass,Halibut
19.0,Summer,Zone B,Pollock,Mackerel
18.8,Summer,Zone B,Haddock,Pollock
17.6,Fall,Zone B,Atlantic Salmon,Sea Bass
24.9,Summer,Zone C,Haddock,Mackerel
8.5,Winter,Zone A,Cod,Redfish
21.5,Summer,Zone C,Pollock,Mackerel
15.8,Spring,Zone B,Flounder,Herring
23.4,Summer,Zone C,Mackerel,Pollock
16.5,Fall,Zone B,Atlantic Salmon,Sea Bass
20.5,Summer,Zone C,Haddock,Mackerel
18.9,Fall,Zone B,Halibut,Atlantic Salmon
21.6,Summer,Zone C,Haddock,Pollock
11.3,Spring,Zone A,Flounder,Herring
18.6,Fall,Zone B,Sea Bass,Halibut
6.3,Winter,Zone A,Smelt,Cod
17.5,Fall,Zone B,Sea Bass,Halibut
15.5,Spring,Zone B,Flounder,Cod
17.2,Spring,Zone B,Flounder,Herring
17.9,Spring,Zone B,Cod,Flounder
20.6,Summer,Zone C,Haddock,Mackerel
22.6,Summer,Zone C,Pollock,Mackerel
10.9,Spring,Zone A,Cod,Herring
4.1,Winter,Zone A,Redfish,Cod
9.9,Winter,Zone A,Smelt,Redfish
19.5,Summer,Zone B,Mackerel,Haddock
15.5,Fall,Zone B,Atlantic Salmon,Sea Bass
15.6,Fall,Zone B,Halibut,Atlantic Salmon
21.1,Summer,Zone C,Haddock,Pollock
18.9,Fall,Zone B,Sea Bass,Halibut
22.3,Summer,Zone C,Pollock,Mackerel
11.1,Spring,Zone A,Herring,Flounder
7.7,Winter,Zone A,Redfish,Smelt
14.9,Spring,Zone A,Cod,Herring
9.9,Winter,Zone A,Redfish,Smelt
16.1,Spring,Zone B,Flounder,Herring
17.1,Fall,Zone B,Atlantic Salmon,Halibut
19.8,Summer,Zone B,Pollock,Mackerel
11.8,Spring,Zone A,Cod,Flounder
18.1,Summer,Zone B,Mackerel,Pollock
20.9,Summer,Zone C,Pollock,Haddock
24.9,Summer,Zone C,Haddock,Mackerel
19.0,Summer,Zone B,Mackerel,Pollock
12.4,Spring,Zone A,Cod,Herring
22.6,Summer,Zone C,Pollock,Haddock
4.3,Winter,Zone A,Cod,Redfish
5.3,Winter,Zone A,Smelt,Cod
13.1,Fall,Zone A,Sea Bass,Atlantic Salmon
5.3,Winter,Zone A,Redfish,Cod
22.5,Summer,Zone C,Mackerel,Pollock
4.0,Winter,Zone A,Smelt,Cod
10.6,Spring,Zone A,Cod,Flounder
15.7,Fall,Zone B,Halibut,Atlantic Salmon
9.8,Winter,Zone A,Smelt,Redfish
16.4,Fall,Zone B,Halibut,Sea Bass
14.2,Fall,Zone A,Halibut,Sea Bass
10.0,Winter,Zone A,Smelt,Redfish
17.2,Fall,Zone B,Halibut,Sea Bass
8.4,Winter,Zone A,Redfish,Smelt
19.4,Fall,Zone B,Atlantic Salmon,Halibut
18.7,Summer,Zone B,Haddock,Pollock
4.2,Winter,Zone A,Smelt,Cod
8.8,Winter,Zone A,Redfish,Cod
6.2,Winter,Zone A,Smelt,Cod
7.2,Winter,Zone A,Redfish,Smelt
13.7,Spring,Zone A,Herring,Cod
17.5,Fall,Zone B,Sea Bass,Halibut
23.8,Summer,Zone C,Haddock,Pollock
5.1,Winter,Zone A,Redfish,Cod
9.4,Winter,Zone A,Smelt,Cod
22.1,Summer,Zone C,Pollock,Haddock
18.9,Summer,Zone B,Haddock,Mackerel
4.4,Winter,Zone A,Redfish,Smelt
14.5,Spring,Zone A,Cod,Herring
20.4,Summer,Zone C,Haddock,Mackerel
24.1,Summer,Zone C,Haddock,Mackerel
16.9,Spring,Zone B,Flounder,Herring
13.6,Fall,Zone A,Sea Bass,Halibut
7.5,Winter,Zone A,Smelt,Redfish
12.2,Fall,Zone A,Halibut,Atlantic Salmon
15.2,Spring,Zone B,Herring,Cod
5.7,Winter,Zone A,Smelt,Redfish
18.9,Summer,Zone B,Pollock,Mackerel
12.8,Spring,Zone A,Herring,Flounder
17.1,Spring,Zone B,Cod,Flounder
19.8,Summer,Zone B,Pollock,Mackerel
21.1,Summer,Zone C,Mackerel,Pollock
17.3,Spring,Zone B,Herring,Flounder
21.4,Summer,Zone C,Haddock,Mackerel
15.4,Spring,Zone B,Cod,Herring
14.6,Fall,Zone A,Sea Bass,Atlantic Salmon
8.7,Winter,Zone A,Smelt,Cod
12.5,Fall,Zone A,Sea Bass,Halibut
16.6,Spring,Zone B,Cod,Flounder
13.3,Spring,Zone A,Flounder,Herring
22.0,Summer,Zone C,Mackerel,Haddock
11.9,Spring,Zone A,Flounder,Herring
21.2,Summer,Zone C,Pollock,Mackerel
24.2,Summer,Zone C,Pollock,Haddock
5.6,Winter,Zone A,Smelt,Cod
12.9,Spring,Zone A,Cod,Herring
5.8,Winter,Zone A,Smelt,Cod
16.1,Fall,Zone B,Atlantic Salmon,Sea Bass
18.1,Summer,Zone B,Haddock,Mackerel
16.7,Spring,Zone B,Cod,Herring
19.2,Fall,Zone B,Sea Bass,Halibut
11.9,Spring,Zone A,Herring,Flounder
20.0,Fall,Zone B,Halibut,Sea Bass
18.2,Fall,Zone B,Halibut,Sea Bass
11.0,Spring,Zone A,Flounder,Cod
19.3,Summer,Zone B,Haddock,Pollock
19.9,Summer,Zone B,Mackerel,Pollock
17.0,Fall,Zone B,Halibut,Atlantic Salmon
11.2,Spring,Zone A,Flounder,Herring
19.1,Summer,Zone B,Mackerel,Haddock
17.8,Spring,Zone B,Cod,Herring
9.7,Winter,Zone A,Cod,Redfish
24.8,Summer,Zone C,Pollock,Mackerel
23.2,Summer,Zone C,Mackerel,Pollock
22.1,Summer,Zone C,Haddock,Mackerel
13.4,Fall,Zone A,Sea Bass,Atlantic Salmon
18.9,Summer,Zone B,Mackerel,Haddock
5.5,Winter,Zone A,Smelt,Cod
6.7,Winter,Zone A,Cod,Smelt
12.9,Fall,Zone A,Sea Bass,Halibut
16.4,Fall,Zone B,Halibut,Sea Bass
13.7,Spring,Zone A,Cod,Herring
21.8,Summer,Zone C,Pollock,Mackerel
24.7,Summer,Zone C,Pollock,Haddock
22.5,Summer,Zone C,Mackerel,Haddock
17.9,Fall,Zone B,Atlantic Salmon,Halibut
17.7,Spring,Zone B,Cod,Herring
23.7,Summer,Zone C,Haddock,Mackerel
17.9,Spring,Zone B,Herring,Cod
6.7,Winter,Zone A,Redfish,Cod
10.7,Spring,Zone A,Flounder,Cod
13.8,Spring,Zone A,Cod,Herring
12.7,Spring,Zone A,Herring,Flounder
12.8,Spring,Zone A,Flounder,Herring
16.8,Spring,Zone B,Flounder,Herring
18.9,Summer,Zone B,Haddock,Pollock
4.1,Winter,Zone A,Cod,Redfish
6.9,Winter,Zone A,Cod,Redfish
16.0,Spring,Zone B,Flounder,Cod
6.4,Winter,Zone A,Smelt,Cod
16.1,Fall,Zone B,Atlantic Salmon,Halibut
6.0,Winter,Zone A,Smelt,Cod
18.6,Fall,Zone B,Sea Bass,Halibut
23.6,Summer,Zone C,Pollock,Mackerel
24.9,Summer,Zone C,Pollock,Haddock
19.0,Summer,Zone B,Pollock,Haddock
17.2,Spring,Zone B,Herring,Cod
20.2,Summer,Zone C,Haddock,Mackerel
16.6,Spring,Zone B,Cod,Flounder
12.3,Fall,Zone A,Halibut,Sea Bass
23.8,Summer,Zone C,Haddock,Mackerel
12.9,Fall,Zone A,Atlantic Salmon,Halibut
18.5,Summer,Zone B,Pollock,Haddock
14.0,Fall,Zone A,Atlantic Salmon,Sea Bass
22.4,Summer,Zone C,Haddock,Mackerel
21.4,Summer,Zone C,Pollock,Haddock
24.2,Summer,Zone C,Pollock,Haddock
12.0,Fall,Zone A,Atlantic Salmon,Halibut
12.2,Fall,Zone A,Sea Bass,Halibut
13.8,Spring,Zone A,Cod,Flounder
13.1,Fall,Zone A,Atlantic Salmon,Sea Bass
20.0,Summer,Zone B,Haddock,Pollock
23.6,Summer,Zone C,Mackerel,Pollock
17.2,Spring,Zone B,Cod,Herring
22.1,Summer,Zone C,Pollock,Mackerel
19.8,Summer,Zone B,Mackerel,Haddock
5.8,Winter,Zone A,Redfish,Smelt
13.2,Spring,Zone A,Flounder,Cod
10.5,Spring,Zone A,Flounder,Herring
18.1,Summer,Zone B,Pollock,Haddock
15.2,Fall,Zone B,Halibut,Sea Bass
12.0,Spring,Zone A,Herring,Cod
18.4,Fall,Zone B,Halibut,Sea Bass
12.9,Spring,Zone A,Cod,Flounder
20.5,Summer,Zone C,Haddock,Pollock
22.8,Summer,Zone C,Pollock,Haddock
13.7,Spring,Zone A,Cod,Herring
8.8,Winter,Zone A,Redfish,Cod
20.7,Summer,Zone C,Haddock,Pollock
6.6,Winter,Zone A,Smelt,Redfish
8.4,Winter,Zone A,Redfish,Smelt
15.6,Spring,Zone B,Herring,Flounder
23.2,Summer,Zone C,Mackerel,Pollock
17.2,Spring,Zone B,Cod,Flounder
12.9,Spring,Zone A,Herring,Flounder
8.6,Winter,Zone A,Redfish,Smelt
23.3,Summer,Zone C,Pollock,Mackerel
10.3,Spring,Zone A,Flounder,Cod
8.6,Winter,Zone A,Redfish,Smelt
12.7,Spring,Zone A,Flounder,Herring
11.6,Spring,Zone A,Flounder,Cod
24.1,Summer,Zone C,Haddock,Pollock
18.3,Fall,Zone B,Sea Bass,Halibut
17.8,Fall,Zone B,Sea Bass,Atlantic Salmon
6.9,Winter,Zone A,Redfish,Cod
19.5,Fall,Zone B,Sea Bass,Atlantic Salmon
15.6,Spring,Zone B,Flounder,Cod
15.2,Spring,Zone B,Herring,Flounder
13.5,Fall,Zone A,Halibut,Sea Bass
18.4,Summer,Zone B,Pollock,Mackerel
13.2,Spring,Zone A,Cod,Flounder
18.6,Summer,Zone B,Mackerel,Haddock
22.0,Summer,Zone C,Mackerel,Pollock
17.7,Spring,Zone B,Flounder,Cod
17.4,Fall,Zone B,Sea Bass,Atlantic Salmon
17.1,Fall,Zone B,Atlantic Salmon,Halibut
16.1,Fall,Zone B,Atlantic Salmon,Sea Bass
7.6,Winter,Zone A,Smelt,Redfish
10.1,Spring,Zone A,Herring,Flounder
13.3,Spring,Zone A,Herring,Flounder
17.0,Fall,Zone B,Atlantic Salmon,Halibut
14.8,Fall,Zone A,Sea Bass,Halibut
14.1,Spring,Zone A,Cod,Herring
13.3,Spring,Zone A,Cod,Flounder
12.8,Spring,Zone A,Cod,Herring
17.7,Spring,Zone B,Flounder,Cod
21.7,Summer,Zone C,Pollock,Mackerel
8.4,Winter,Zone A,Smelt,Cod
19.1,Fall,Zone B,Halibut,Sea Bass
20.5,Summer,Zone C,Haddock,Pollock
8.9,Winter,Zone A,Smelt,Redfish
17.6,Fall,Zone B,Halibut,Sea Bass
13.5,Spring,Zone A,Cod,Flounder
10.3,Spring,Zone A,Cod,Herring
9.8,Winter,Zone A,Redfish,Cod
13.5,Spring,Zone A,Cod,Flounder
6.4,Winter,Zone A,Redfish,Smelt
24.5,Summer,Zone C,Pollock,Mackerel
12.0,Spring,Zone A,Flounder,Cod
23.2,Summer,Zone C,Pollock,Haddock
7.1,Winter,Zone A,Smelt,Redfish
13.9,Fall,Zone A,Sea Bass,Halibut
10.6,Spring,Zone A,Herring,Cod
9.9,Winter,Zone A,Redfish,Smelt
19.3,Summer,Zone B,Haddock,Pollock
17.2,Fall,Zone B,Halibut,Sea Bass
9.3,Winter,Zone A,Cod,Smelt
19.0,Fall,Zone B,Sea Bass,Atlantic Salmon
12.4,Fall,Zone A,Atlantic Salmon,Halibut
21.0,Summer,Zone C,Mackerel,Pollock
7.4,Winter,Zone A,Smelt,Redfish
12.2,Spring,Zone A,Cod,Herring
15.3,Spring,Zone B,Cod,Herring
23.8,Summer,Zone C,Pollock,Haddock
22.2,Summer,Zone C,Pollock,Haddock
19.6,Fall,Zone B,Halibut,Sea Bass
15.3,Fall,Zone B,Halibut,Atlantic Salmon
15.1,Fall,Zone B,Sea Bass,Halibut
18.0,Fall,Zone B,Sea Bass,Atlantic Salmon
12.9,Fall,Zone A,Halibut,Sea Bass
19.1,Summer,Zone B,Haddock,Mackerel
19.5,Fall,Zone B,Sea Bass,Atlantic Salmon
20.8,Summer,Zone C,Haddock,Mackerel
4.4,Winter,Zone A,Redfish,Cod
19.6,Summer,Zone B,Mackerel,Haddock
14.8,Fall,Zone A,Halibut,Sea Bass
20.5,Summer,Zone C,Pollock,Haddock
13.3,Spring,Zone A,Flounder,Herring
6.4,Winter,Zone A,Smelt,Cod
6.8,Winter,Zone A,Redfish,Smelt
4.1,Winter,Zone A,Redfish,Smelt
15.8,Spring,Zone B,Herring,Cod
18.5,Summer,Zone B,Mackerel,Pollock
7.3,Winter,Zone A,Cod,Smelt
14.3,Spring,Zone A,Flounder,Herring
16.3,Fall,Zone B,Atlantic Salmon,Halibut
12.7,Spring,Zone A,Herring,Cod
19.8,Fall,Zone B,Halibut,Atlantic Salmon
11.6,Spring,Zone A,Cod,Flounder
14.9,Fall,Zone A,Atlantic Salmon,Halibut
21.7,Summer,Zone C,Haddock,Pollock
4.7,Winter,Zone A,Smelt,Redfish
13.3,Spring,Zone A,Cod,Flounder
8.6,Winter,Zone A,Cod,Smelt
17.4,Spring,Zone B,Herring,Flounder
14.1,Spring,Zone A,Flounder,Herring
23.8,Summer,Zone C,Mackerel,Haddock
21.6,Summer,Zone C,Haddock,Pollock
13.9,Spring,Zone A,Flounder,Herring
5.7,Winter,Zone A,Smelt,Redfish
18.5,Summer,Zone B,Mackerel,Pollock
21.8,Summer,Zone C,Mackerel,Haddock
10.4,Spring,Zone A,Herring,Cod
6.6,Winter,Zone A,Redfish,Cod
18.5,Fall,Zone B,Sea Bass,Halibut
6.3,Winter,Zone A,Redfish,Smelt
16.8,Fall,Zone B,Halibut,Sea Bass
16.9,Fall,Zone B,Halibut,Atlantic Salmon
10.4,Spring,Zone A,Cod,Flounder
9.5,Winter,Zone A,Redfish,Smelt
12.3,Spring,Zone A,Flounder,Cod
12.8,Spring,Zone A,Cod,Herring
5.1,Winter,Zone A,Redfish,Smelt
17.3,Spring,Zone B,Cod,Herring
23.6,Summer,Zone C,Mackerel,Pollock
5.9,Winter,Zone A,Cod,Smelt
24.9,Summer,Zone C,Mackerel,Pollock
5.9,Winter,Zone A,Cod,Smelt
8.1,Winter,Zone A,Smelt,Cod
7.1,Winter,Zone A,Smelt,Cod
21.4,Summer,Zone C,Haddock,Mackerel
15.4,Fall,Zone B,Halibut,Atlantic Salmon
11.3,Spring,Zone A,Cod,Flounder
13.1,Spring,Zone A,Flounder,Herring
4.0,Winter,Zone A,Smelt,Redfish
18.4,Summer,Zone B,Pollock,Haddock
18.5,Fall,Zone B,Atlantic Salmon,Halibut
21.8,Summer,Zone C,Haddock,Pollock
8.2,Winter,Zone A,Smelt,Redfish
12.1,Spring,Zone A,Cod,Herring
8.6,Winter,Zone A,Cod,Redfish
15.2,Spring,Zone B,Cod,Herring
8.8,Winter,Zone A,Smelt,Redfish
15.7,Fall,Zone B,Sea Bass,Atlantic Salmon
5.8,Winter,Zone A,Redfish,Cod
13.5,Fall,Zone A,Atlantic Salmon,Halibut
15.6,Spring,Zone B,Flounder,Cod
7.0,Winter,Zone A,Cod,Smelt
8.2,Winter,Zone A,Redfish,Smelt
12.6,Spring,Zone A,Herring,Flounder
12.2,Spring,Zone A,Flounder,Herring
6.9,Winter,Zone A,Smelt,Cod
6.9,Winter,Zone A,Smelt,Cod
14.8,Spring,Zone A,Flounder,Cod
13.6,Fall,Zone A,Atlantic Salmon,Sea Bass
11.3,Spring,Zone A,Cod,Herring
16.4,Spring,Zone B,Cod,Flounder
5.0,Winter,Zone A,Redfish,Cod
22.5,Summer,Zone C,Mackerel,Pollock
17.8,Fall,Zone B,Sea Bass,Atlantic Salmon
23.1,Summer,Zone C,Mackerel,Haddock
9.8,Winter,Zone A,Smelt,Cod
13.3,Fall,Zone A,Halibut,Sea Bass
10.3,Spring,Zone A,Herring,Flounder
13.2,Fall,Zone A,Sea Bass,Halibut
14.6,Fall,Zone A,Sea Bass,Atlantic Salmon
5.3,Winter,Zone A,Redfish,Smelt
18.5,Summer,Zone B,Pollock,Haddock
22.9,Summer,Zone C,Pollock,Haddock
13.1,Spring,Zone A,Flounder,Herring
11.6,Spring,Zone A,Herring,Flounder
15.8,Spring,Zone B,Herring,Flounder
17.4,Fall,Zone B,Halibut,Atlantic Salmon
17.5,Fall,Zone B,Halibut,Sea Bass
14.3,Spring,Zone A,Flounder,Cod
6.8,Winter,Zone A,Cod,Smelt
5.1,Winter,Zone A,Smelt,Redfish
12.4,Fall,Zone A,Atlantic Salmon,Halibut
17.3,Fall,Zone B,Halibut,Sea Bass
12.2,Spring,Zone A,Cod,Herring
7.7,Winter,Zone A,Cod,Redfish
16.6,Fall,Zone B,Atlantic Salmon,Halibut
9.7,Winter,Zone A,Cod,Redfish
9.7,Winter,Zone A,Cod,Redfish
17.8,Fall,Zone B,Atlantic Salmon,Sea Bass
17.2,Fall,Zone B,Atlantic Salmon,Halibut
7.6,Winter,Zone A,Cod,Redfish
13.6,Spring,Zone A,Herring,Flounder
16.0,Fall,Zone B,Halibut,Sea Bass
17.1,Spring,Zone B,Flounder,Herring
8.9,Winter,Zone A,Cod,Redfish
5.8,Winter,Zone A,Redfish,Smelt
4.3,Winter,Zone A,Smelt,Cod
16.6,Fall,Zone B,Halibut,Atlantic Salmon
5.3,Winter,Zone A,Cod,Smelt
17.9,Fall,Zone B,Sea Bass,Atlantic Salmon
9.5,Winter,Zone A,Cod,Smelt
18.1,Fall,Zone B,Halibut,Atlantic Salmon
15.7,Fall,Zone B,Halibut,Atlantic Salmon
7.4,Winter,Zone A,Redfish,Cod
18.7,Summer,Zone B,Mackerel,Pollock
19.6,Fall,Zone B,Atlantic Salmon,Sea Bass
19.9,Fall,Zone B,Halibut,Atlantic Salmon
7.2,Winter,Zone A,Cod,Redfish
10.1,Spring,Zone A,Herring,Flounder
23.1,Summer,Zone C,Pollock,Haddock
4.8,Winter,Zone A,Smelt,Cod
17.6,Spring,Zone B,Herring,Flounder
5.9,Winter,Zone A,Smelt,Redfish
16.1,Fall,Zone B,Atlantic Salmon,Sea Bass
20.0,Summer,Zone B,Haddock,Mackerel
19.0,Fall,Zone B,Atlantic Salmon,Sea Bass
17.7,Fall,Zone B,Sea Bass,Atlantic Salmon
19.0,Fall,Zone B,Atlantic Salmon,Sea Bass
4.7,Winter,Zone A,Cod,Smelt
20.3,Summer,Zone C,Pollock,Mackerel
21.5,Summer,Zone C,Pollock,Mackerel
19.8,Fall,Zone B,Atlantic Salmon,Sea Bass
6.1,Winter,Zone A,Cod,Smelt
8.3,Winter,Zone A,Smelt,Cod
17.1,Spring,Zone B,Herring,Cod
15.4,Spring,Zone B,Flounder,Herring
18.2,Summer,Zone B,Mackerel,Haddock
11.0,Spring,Zone A,Herring,Flounder
6.4,Winter,Zone A,Smelt,Redfish
14.4,Spring,Zone A,Cod,Herring
7.9,Winter,Zone A,Smelt,Cod
6.2,Winter,Zone A,Smelt,Redfish
8.8,Winter,Zone A,Cod,Smelt
15.7,Spring,Zone B,Cod,Flounder
18.3,Summer,Zone B,Mackerel,Haddock
23.8,Summer,Zone C,Pollock,Haddock
5.7,Winter,Zone A,Cod,Smelt
11.4,Spring,Zone A,Flounder,Herring
6.9,Winter,Zone A,Redfish,Smelt
9.1,Winter,Zone A,Redfish,Cod
12.4,Spring,Zone A,Herring,Flounder
14.1,Fall,Zone A,Sea Bass,Halibut
9.0,Winter,Zone A,Cod,Redfish
9.2,Winter,Zone A,Cod,Smelt
23.7,Summer,Zone C,Haddock,Mackerel
18.4,Fall,Zone B,Halibut,Sea Bass
13.0,Spring,Zone A,Cod,Flounder
12.4,Spring,Zone A,Cod,Herring
15.2,Fall,Zone B,Atlantic Salmon,Halibut
18.6,Fall,Zone B,Sea Bass,Atlantic Salmon
14.5,Fall,Zone A,Atlantic Salmon,Halibut
16.8,Fall,Zone B,Sea Bass,Atlantic Salmon
